6.984804179309974659e-01,1.358733509634267866e+00,3.306480648155930013e-01
6.988291350642630295e-01,1.359010617870470172e+00,3.306740455777065213e-01
6.991778521975285932e-01,1.359287726106672478e+00,3.307000263398200968e-01
6.995265693307943788e-01,1.359564834342875228e+00,3.307260071019336167e-01
6.998752864640599425e-01,1.359841942579077756e+00,3.307519878640471367e-01
7.002240035973255061e-01,1.360119050815280062e+00,3.307779686261606567e-01
7.005727207305910698e-01,1.360396159051482590e+00,3.308039493882742321e-01
7.009214378638567444e-01,1.360673267287684896e+00,3.308299301503877521e-01
7.012701549971223081e-01,1.360950375523887423e+00,3.308559109125012720e-01
7.016188721303878717e-01,1.361227483760089729e+00,3.308818916746147920e-01
7.019675892636534353e-01,1.361504591996292257e+00,3.309078724367283120e-01
7.023163063969191100e-01,1.361781700232494785e+00,3.309338531988418874e-01
7.026650235301846736e-01,1.362058808468697313e+00,3.309598339609554074e-01
7.030137406634502373e-01,1.362335916704899619e+00,3.309858147230689274e-01
7.033624577967159119e-01,1.362613024941102147e+00,3.310117954851824473e-01
7.037111749299814756e-01,1.362890133177304453e+00,3.310377762472960228e-01
7.040598920632470392e-01,1.363167241413506980e+00,3.310637570094095428e-01
7.044086091965126029e-01,1.363444349649709508e+00,3.310897377715230627e-01
7.047573263297781665e-01,1.363721457885911814e+00,3.311157185336365827e-01
7.051060434630438412e-01,1.363998566122114120e+00,3.311416992957501582e-01
7.054547605963094048e-01,1.364275674358316870e+00,3.311676800578636781e-01
7.058034777295749684e-01,1.364552782594519398e+00,3.311936608199771981e-01
7.061521948628406431e-01,1.364829890830721704e+00,3.312196415820907180e-01
7.065009119961062067e-01,1.365106999066924010e+00,3.312456223442042935e-01
7.068496291293717704e-01,1.365384107303126537e+00,3.312716031063178135e-01
7.071983462626375561e-01,1.365661215539329065e+00,3.312975838684313334e-01
7.075470633959028977e-01,1.365938323775531371e+00,3.313235646305448534e-01
7.078957805291686833e-01,1.366215432011733899e+00,3.313495453926584289e-01
7.082444976624342470e-01,1.366492540247936427e+00,3.313755261547719488e-01
7.085932147956999216e-01,1.366769648484138955e+00,3.314015069168854688e-01
7.089419319289654853e-01,1.367046756720341483e+00,3.314274876789989888e-01
7.092906490622310489e-01,1.367323864956543789e+00,3.314534684411125087e-01
7.096393661954966126e-01,1.367600973192746094e+00,3.314794492032260842e-01
7.099880833287622872e-01,1.367878081428948622e+00,3.315054299653396042e-01
7.103368004620277398e-01,1.368155189665151150e+00,3.315314107274531241e-01
7.106855175952934145e-01,1.368432297901353456e+00,3.315573914895666441e-01
7.110342347285590892e-01,1.368709406137556206e+00,3.315833722516802196e-01
7.113829518618246528e-01,1.368986514373758512e+00,3.316093530137937395e-01
7.117316689950902164e-01,1.369263622609961040e+00,3.316353337759072595e-01
7.120803861283557801e-01,1.369540730846163346e+00,3.316613145380207794e-01
7.124291032616214547e-01,1.369817839082365873e+00,3.316872953001343549e-01
7.127778203948870184e-01,1.370094947318568179e+00,3.317132760622478749e-01
7.131265375281526930e-01,1.370372055554770707e+00,3.317392568243613948e-01
7.134752546614181457e-01,1.370649163790973235e+00,3.317652375864749148e-01
7.138239717946838203e-01,1.370926272027175541e+00,3.317912183485884903e-01
7.141726889279493840e-01,1.371203380263378069e+00,3.318171991107020102e-01
7.145214060612149476e-01,1.371480488499580597e+00,3.318431798728155302e-01
7.148701231944807333e-01,1.371757596735783125e+00,3.318691606349290502e-01
7.152188403277462969e-01,1.372034704971985430e+00,3.318951413970426256e-01
7.155675574610118606e-01,1.372311813208187958e+00,3.319211221591561456e-01
7.159162745942775352e-01,1.372588921444390264e+00,3.319471029212696656e-01
7.162649917275430989e-01,1.372866029680592792e+00,3.319730836833831855e-01
7.166137088608086625e-01,1.373143137916795098e+00,3.319990644454967055e-01
7.169624259940742261e-01,1.373420246152997848e+00,3.320250452076102810e-01
7.173111431273397898e-01,1.373697354389200154e+00,3.320510259697238009e-01
7.176598602606054644e-01,1.373974462625402682e+00,3.320770067318373209e-01
7.180085773938710281e-01,1.374251570861604987e+00,3.321029874939508408e-01
7.183572945271365917e-01,1.374528679097807515e+00,3.321289682560644163e-01
7.187060116604022664e-01,1.374805787334009821e+00,3.321549490181779363e-01
7.190547287936678300e-01,1.375082895570212349e+00,3.321809297802914562e-01
7.194034459269333937e-01,1.375360003806414877e+00,3.322069105424049762e-01
7.197521630601990683e-01,1.375637112042617183e+00,3.322328913045185517e-01
7.201008801934646320e-01,1.375914220278819711e+00,3.322588720666320716e-01
7.204495973267301956e-01,1.376191328515022239e+00,3.322848528287455916e-01
7.207983144599957592e-01,1.376468436751224766e+00,3.323108335908591116e-01
7.211470315932614339e-01,1.376745544987427072e+00,3.323368143529726870e-01
7.214957487265269975e-01,1.377022653223629378e+00,3.323627951150862070e-01
7.218444658597925612e-01,1.377299761459831906e+00,3.323887758771997269e-01
7.221931829930581248e-01,1.377576869696034434e+00,3.324147566393132469e-01
7.225419001263239105e-01,1.377853977932236740e+00,3.324407374014268224e-01
7.228906172595894741e-01,1.378131086168439490e+00,3.324667181635403423e-01
7.232393343928550378e-01,1.378408194404641796e+00,3.324926989256538623e-01
7.235880515261206014e-01,1.378685302640844323e+00,3.325186796877673823e-01
7.239367686593863871e-01,1.378962410877046629e+00,3.325446604498809022e-01
7.242854857926518397e-01,1.379239519113249157e+00,3.325706412119944777e-01
7.246342029259174033e-01,1.379516627349451463e+00,3.325966219741079977e-01
7.249829200591829670e-01,1.379793735585653991e+00,3.326226027362215176e-01
7.253316371924486416e-01,1.380070843821856519e+00,3.326485834983350376e-01
7.256803543257143163e-01,1.380347952058058825e+00,3.326745642604486131e-01
7.260290714589797689e-01,1.380625060294261575e+00,3.327005450225621330e-01
7.263777885922454436e-01,1.380902168530463880e+00,3.327265257846756530e-01
7.267265057255111182e-01,1.381179276766666408e+00,3.327525065467891729e-01
7.270752228587765709e-01,1.381456385002868714e+00,3.327784873089027484e-01
7.274239399920422455e-01,1.381733493239071242e+00,3.328044680710162684e-01
7.277726571253078092e-01,1.382010601475273548e+00,3.328304488331297883e-01
